geomid,naics,workers
8849951093fffff,Wholesale,9
8849951095fffff,Education,313
8849951095fffff,Financial,39
8849951095fffff,Hospitality,71
8849951095fffff,Professional Service,3
8849951095fffff,Retail,17
8849951095fffff,Wholesale,1
8849951097fffff,Business Support,1
8849951097fffff,Health,4
8849951097fffff,Hospitality,64
8849951097fffff,Manufacturing,27
8849951097fffff,Other,82
8849951097fffff,Real Estate,68
8849951097fffff,Retail,164
8849951097fffff,Wholesale,55
88499510a1fffff,Education,91
88499510a1fffff,Hospitality,8
88499510a1fffff,Other,6
88499510a1fffff,Retail,38
88499510a1fffff,Wholesale,1
88499510a9fffff,Health,13
88499510a9fffff,Manufacturing,92
88499510a9fffff,Other,23
88499510a9fffff,Real Estate,12
88499510a9fffff,Retail,39
88499510abfffff,Art/Culture,1
88499510abfffff,Business Support,9
88499510abfffff,Education,102
88499510abfffff,Health,26
88499510abfffff,Hospitality,121
88499510abfffff,Information,3
88499510abfffff,Manufacturing,65
88499510abfffff,Other,103
88499510abfffff,Professional Service,129
88499510abfffff,Public Administration,2
88499510abfffff,Real Estate,5
88499510abfffff,Retail,210
88499510b1fffff,Art/Culture,11
88499510b1fffff,Education,360
88499510b1fffff,Energy,27
88499510b1fffff,Health,36
88499510b1fffff,Hospitality,21
88499510b1fffff,Manufacturing,13
88499510b1fffff,Other,28
88499510b1fffff,Professional Service,10
88499510b1fffff,Public Administration,73
88499510b1fffff,Real Estate,15
88499510b1fffff,Retail,69
88499510b1fffff,Wholesale,303
88499510b3fffff,Art/Culture,129
88499510b3fffff,Business Support,34
88499510b3fffff,Construction,159
88499510b3fffff,Education,623
88499510b3fffff,Energy,1
88499510b3fffff,Financial,313
88499510b3fffff,Health,793
88499510b3fffff,Hospitality,894
88499510b3fffff,Information,49
88499510b3fffff,Manufacturing,381
88499510b3fffff,Other,538
88499510b3fffff,Professional Service,172
88499510b3fffff,Public Administration,141
88499510b3fffff,Real Estate,83
88499510b3fffff,Retail,1341
88499510b3fffff,Transportation,21
88499510b3fffff,Wholesale,168
88499510b5fffff,Art/Culture,4
88499510b5fffff,Business Support,9
88499510b5fffff,Education,3
88499510b5fffff,Financial,1
88499510b5fffff,Health,30
88499510b5fffff,Hospitality,56
88499510b5fffff,Manufacturing,64
88499510b5fffff,Other,74
88499510b5fffff,Professional Service,1
88499510b5fffff,Public Administration,17
88499510b5fffff,Real Estate,11
88499510b5fffff,Retail,228
88499510b5fffff,Wholesale,3
88499510b7fffff,Art/Culture,32
88499510b7fffff,Business Support,13
88499510b7fffff,Education,169
88499510b7fffff,Financial,33
88499510b7fffff,Health,111
88499510b7fffff,Hospitality,298
88499510b7fffff,Information,29
88499510b7fffff,Manufacturing,84
88499510b7fffff,Other,205
88499510b7fffff,Professional Service,55
88499510b7fffff,Public Administration,631
88499510b7fffff,Real Estate,9
88499510b7fffff,Retail,484
88499510b7fffff,Transportation,7
88499510b7fffff,Wholesale,291
88499510b9fffff,Hospitality,14
88499510b9fffff,Information,4
88499510b9fffff,Manufacturing,8
88499510b9fffff,Other,3
88499510b9fffff,Public Administration,9
88499510b9fffff,Retail,5
88499510b9fffff,Transportation,1
88499510bbfffff,Art/Culture,3
88499510bbfffff,Business Support,2
88499510bbfffff,Education,101
88499510bbfffff,Health,25
88499510bbfffff,Hospitality,108
88499510bbfffff,Manufacturing,24
88499510bbfffff,Other,61
88499510bbfffff,Professional Service,4
88499510bbfffff,Real Estate,2
88499510bbfffff,Retail,191
88499510bbfffff,Wholesale,41
88499510bdfffff,Education,93
88499510bdfffff,Health,9
88499510bdfffff,Hospitality,10
88499510bdfffff,Manufacturing,3
88499510bdfffff,Other,21
88499510bdfffff,Professional Service,4
88499510bdfffff,Public Administration,8
88499510bdfffff,Retail,70
88499510bdfffff,Wholesale,4
88499510c1fffff,Education,37
88499510c1fffff,Health,17
88499510c1fffff,Hospitality,5
88499510c1fffff,Manufacturing,90
88499510c1fffff,Other,30
88499510c1fffff,Real Estate,1
88499510c1fffff,Retail,66
88499510c1fffff,Wholesale,1
88499510c5fffff,Art/Culture,8
88499510c5fffff,Business Support,21
88499510c5fffff,Education,47
88499510c5fffff,Energy,16
88499510c5fffff,Financial,20
88499510c5fffff,Health,148
88499510c5fffff,Hospitality,197
88499510c5fffff,Information,4
88499510c5fffff,Manufacturing,62
88499510c5fffff,Other,157
88499510c5fffff,Professional Service,11
88499510c5fffff,Public Administration,8
88499510c5fffff,Real Estate,28
88499510c5fffff,Retail,707
88499510c5fffff,Wholesale,36
88499510c7fffff,Art/Culture,6
88499510c7fffff,Education,144
88499510c7fffff,Health,30
88499510c7fffff,Hospitality,145
88499510c7fffff,Manufacturing,124
88499510c7fffff,Other,71
88499510c7fffff,Professional Service,7
88499510c7fffff,Public Administration,7
88499510c7fffff,Real Estate,13
88499510c7fffff,Retail,202
88499510c7fffff,Wholesale,19
88499510cdfffff,Art/Culture,1
88499510cdfffff,Business Support,2
88499510cdfffff,Education,56
88499510cdfffff,Health,6
88499510cdfffff,Hospitality,7
88499510cdfffff,Manufacturing,10
88499510cdfffff,Other,23
88499510cdfffff,Real Estate,6
88499510cdfffff,Retail,127
88499510d1fffff,Financial,14
88499510d1fffff,Hospitality,4
88499510d1fffff,Manufacturing,98
88499510d1fffff,Other,4
88499510d1fffff,Retail,34
88499510d1fffff,Wholesale,8
88499510d3fffff,Hospitality,2
88499510d3fffff,Manufacturing,5
88499510d3fffff,Other,19
88499510d3fffff,Retail,80
88499510d3fffff,Wholesale,9
88499510d7fffff,Business Support,11
88499510d7fffff,Education,102
88499510d7fffff,Health,34
88499510d7fffff,Hospitality,83
88499510d7fffff,Information,3
88499510d7fffff,Manufacturing,88
88499510d7fffff,Other,101
88499510d7fffff,Professional Service,27
88499510d7fffff,Real Estate,14
88499510d7fffff,Retail,414
88499510d7fffff,Wholesale,23
88499510d9fffff,Business Support,3
88499510d9fffff,Education,350
88499510d9fffff,Health,14
88499510d9fffff,Hospitality,16
88499510d9fffff,Manufacturing,22
88499510d9fffff,Other,43
88499510d9fffff,Professional Service,1
88499510d9fffff,Public Administration,4
88499510d9fffff,Real Estate,5
88499510d9fffff,Retail,176
88499510d9fffff,Wholesale,5
88499510e9fffff,Hospitality,11
88499510e9fffff,Manufacturing,32
88499510e9fffff,Other,23
88499510e9fffff,Real Estate,4
88499510e9fffff,Retail,70
88499510e9fffff,Wholesale,4
884995118bfffff,Art/Culture,3
884995118bfffff,Business Support,5
884995118bfffff,Education,76
884995118bfffff,Energy,29
884995118bfffff,Health,26
884995118bfffff,Hospitality,74
884995118bfffff,Manufacturing,20
884995118bfffff,Other,42
884995118bfffff,Professional Service,4
884995118bfffff,Public Administration,15
884995118bfffff,Retail,234
884995118bfffff,Wholesale,4
8849951191fffff,Agriculture,1
8849951191fffff,Education,26
8849951191fffff,Health,3
8849951191fffff,Hospitality,41
8849951191fffff,Manufacturing,20
8849951191fffff,Other,25
8849951191fffff,Professional Service,2
8849951191fffff,Public Administration,9
8849951191fffff,Retail,150
8849951191fffff,Wholesale,6
884995119bfffff,Health,6
884995119bfffff,Hospitality,2
884995119bfffff,Other,4
884995119bfffff,Real Estate,9
884995119bfffff,Retail,32
884995119bfffff,Wholesale,3
884995119dfffff,Business Support,3
884995119dfffff,Financial,4
884995119dfffff,Health,1
884995119dfffff,Hospitality,17
884995119dfffff,Manufacturing,29
884995119dfffff,Other,20
884995119dfffff,Public Administration,6
884995119dfffff,Retail,92
88499511a5fffff,Business Support,3
88499511a5fffff,Education,30
88499511a5fffff,Energy,23
88499511a5fffff,Health,16
88499511a5fffff,Hospitality,19
88499511a5fffff,Manufacturing,9
88499511a5fffff,Other,23
88499511a5fffff,Retail,90
88499511a5fffff,Wholesale,2
88499511a7fffff,Business Support,4
88499511a7fffff,Hospitality,4
88499511a7fffff,Other,6
88499511a7fffff,Retail,40
88499511b1fffff,Art/Culture,3
88499511b1fffff,Business Support,2
88499511b1fffff,Education,20
88499511b1fffff,Energy,17
88499511b1fffff,Health,30
88499511b1fffff,Hospitality,68
88499511b1fffff,Information,32
88499511b1fffff,Manufacturing,2
88499511b1fffff,Other,47
88499511b1fffff,Professional Service,3
88499511b1fffff,Public Administration,19
88499511b1fffff,Real Estate,7
88499511b1fffff,Retail,96
88499511b1fffff,Transportation,74
88499511b7fffff,Health,4
88499511b7fffff,Hospitality,5
88499511b7fffff,Manufacturing,2
88499511b7fffff,Other,8
88499511b7fffff,Retail,19
88499511d7fffff,Education,42
88499511d7fffff,Hospitality,25
88499511d7fffff,Manufacturing,8
88499511d7fffff,Other,36
88499511d7fffff,Retail,103
88499511d7fffff,Wholesale,10
8849951213fffff,Art/Culture,6
8849951213fffff,Business Support,7
8849951213fffff,Education,20
8849951213fffff,Health,4
8849951213fffff,Hospitality,44
8849951213fffff,Manufacturing,63
8849951213fffff,Other,71
8849951213fffff,Real Estate,1
8849951213fffff,Retail,426
8849951213fffff,Transportation,46
8849951213fffff,Wholesale,12
8849951219fffff,Education,2
8849951219fffff,Hospitality,2
8849951219fffff,Manufacturing,4
8849951219fffff,Other,13
8849951219fffff,Public Administration,2
8849951219fffff,Retail,49
8849951219fffff,Wholesale,3
884995121bfffff,Art/Culture,1
884995121bfffff,Business Support,11
884995121bfffff,Education,66
884995121bfffff,Energy,2
884995121bfffff,Health,6
884995121bfffff,Hospitality,47
884995121bfffff,Manufacturing,44
884995121bfffff,Other,58
884995121bfffff,Public Administration,1
884995121bfffff,Retail,451
884995121bfffff,Transportation,3
884995121bfffff,Wholesale,8
8849951221fffff,Art/Culture,6
8849951221fffff,Business Support,1
8849951221fffff,Education,18
8849951221fffff,Health,1
8849951221fffff,Hospitality,70
8849951221fffff,Manufacturing,64
8849951221fffff,Other,58
8849951221fffff,Professional Service,4
8849951221fffff,Retail,114
8849951221fffff,Wholesale,10
8849951227fffff,Art/Culture,15
8849951227fffff,Business Support,5
8849951227fffff,Education,74
8849951227fffff,Energy,30
8849951227fffff,Health,87
8849951227fffff,Hospitality,299
8849951227fffff,Information,2
8849951227fffff,Manufacturing,158
8849951227fffff,Other,170
8849951227fffff,Professional Service,14
8849951227fffff,Public Administration,3
8849951227fffff,Real Estate,9
8849951227fffff,Retail,619
8849951227fffff,Wholesale,24
8849951249fffff,Art/Culture,6
8849951249fffff,Public Administration,227
8849951249fffff,Retail,14
884995124bfffff,Art/Culture,72
884995124bfffff,Real Estate,4
884995124bfffff,Retail,3
884995124dfffff,Art/Culture,3
884995124dfffff,Business Support,2
884995124dfffff,Education,69
884995124dfffff,Energy,4
884995124dfffff,Health,6
884995124dfffff,Hospitality,55
884995124dfffff,Manufacturing,22
884995124dfffff,Other,43
884995124dfffff,Professional Service,5
884995124dfffff,Real Estate,6
884995124dfffff,Retail,148
884995124dfffff,Transportation,8
8849951261fffff,Art/Culture,4
8849951261fffff,Education,72
8849951261fffff,Energy,6
8849951261fffff,Health,13
8849951261fffff,Hospitality,61
8849951261fffff,Manufacturing,58
8849951261fffff,Other,93
8849951261fffff,Professional Service,19
8849951261fffff,Real Estate,8
8849951261fffff,Retail,240
8849951261fffff,Wholesale,17
8849951269fffff,Art/Culture,15
8849951269fffff,Business Support,8
8849951269fffff,Construction,167
8849951269fffff,Education,391
8849951269fffff,Energy,146
8849951269fffff,Financial,4
8849951269fffff,Health,88
8849951269fffff,Hospitality,186
8849951269fffff,Information,1
8849951269fffff,Manufacturing,176
8849951269fffff,Other,214
8849951269fffff,Professional Service,14
8849951269fffff,Public Administration,71
8849951269fffff,Real Estate,11
8849951269fffff,Retail,750
8849951269fffff,Transportation,18
8849951269fffff,Wholesale,24
884995126dfffff,Art/Culture,23
884995126dfffff,Business Support,10
884995126dfffff,Education,58
884995126dfffff,Energy,25
884995126dfffff,Health,44
884995126dfffff,Hospitality,141
884995126dfffff,Information,3
884995126dfffff,Manufacturing,163
884995126dfffff,Other,168
884995126dfffff,Professional Service,11
884995126dfffff,Real Estate,24
884995126dfffff,Retail,750
884995126dfffff,Transportation,44
884995126dfffff,Wholesale,16
8849951281fffff,Art/Culture,13
8849951281fffff,Business Support,7
8849951281fffff,Education,257
8849951281fffff,Energy,11
8849951281fffff,Health,106
8849951281fffff,Hospitality,127
8849951281fffff,Information,11
8849951281fffff,Manufacturing,113
8849951281fffff,Other,175
8849951281fffff,Professional Service,7
8849951281fffff,Public Administration,86
8849951281fffff,Real Estate,13
8849951281fffff,Retail,564
8849951281fffff,Transportation,13
8849951281fffff,Wholesale,18
8849951283fffff,Art/Culture,12
8849951283fffff,Education,46
8849951283fffff,Financial,84
8849951283fffff,Health,5
8849951283fffff,Hospitality,223
8849951283fffff,Information,82
8849951283fffff,Manufacturing,286
8849951283fffff,Other,71
8849951283fffff,Professional Service,2
8849951283fffff,Real Estate,39
8849951283fffff,Retail,1172
8849951283fffff,Wholesale,43
8849951285fffff,Art/Culture,49
8849951285fffff,Business Support,10
8849951285fffff,Construction,3
8849951285fffff,Education,338
8849951285fffff,Energy,3
8849951285fffff,Financial,2
8849951285fffff,Health,54
8849951285fffff,Hospitality,225
8849951285fffff,Manufacturing,111
8849951285fffff,Other,217
8849951285fffff,Professional Service,33
8849951285fffff,Real Estate,35
8849951285fffff,Retail,824
8849951285fffff,Wholesale,26
8849951287fffff,Education,22
8849951287fffff,Financial,6
8849951287fffff,Health,10
8849951287fffff,Hospitality,53
8849951287fffff,Information,3
8849951287fffff,Manufacturing,215
8849951287fffff,Other,56
8849951287fffff,Professional Service,4
8849951287fffff,Real Estate,7
8849951287fffff,Retail,392
8849951287fffff,Transportation,29
8849951287fffff,Wholesale,39
8849951289fffff,Art/Culture,38
8849951289fffff,Business Support,10
8849951289fffff,Education,203
8849951289fffff,Energy,1
8849951289fffff,Financial,18
8849951289fffff,Health,32
8849951289fffff,Hospitality,196
8849951289fffff,Manufacturing,202
8849951289fffff,Other,343
8849951289fffff,Professional Service,10
8849951289fffff,Public Administration,6
8849951289fffff,Real Estate,12
8849951289fffff,Retail,810
8849951289fffff,Transportation,7
8849951289fffff,Wholesale,34
884995128bfffff,Art/Culture,7
884995128bfffff,Business Support,42
884995128bfffff,Education,81
884995128bfffff,Energy,6
884995128bfffff,Financial,121
884995128bfffff,Health,12
884995128bfffff,Hospitality,159
884995128bfffff,Manufacturing,55
884995128bfffff,Other,105
884995128bfffff,Professional Service,6
884995128bfffff,Public Administration,30
884995128bfffff,Real Estate,15
884995128bfffff,Retail,1952
884995128bfffff,Transportation,61
884995128bfffff,Wholesale,98
884995128dfffff,Art/Culture,51
884995128dfffff,Business Support,53
884995128dfffff,Construction,3
884995128dfffff,Education,136
884995128dfffff,Energy,25
884995128dfffff,Financial,88
884995128dfffff,Health,231
884995128dfffff,Hospitality,311
884995128dfffff,Manufacturing,166
884995128dfffff,Other,388
884995128dfffff,Professional Service,51
884995128dfffff,Public Administration,451
884995128dfffff,Real Estate,11
884995128dfffff,Retail,1206
884995128dfffff,Wholesale,17
8849951291fffff,Art/Culture,17
8849951291fffff,Business Support,41
8849951291fffff,Education,215
8849951291fffff,Financial,25
8849951291fffff,Health,49
8849951291fffff,Hospitality,191
8849951291fffff,Manufacturing,153
8849951291fffff,Other,312
8849951291fffff,Professional Service,5
8849951291fffff,Real Estate,24
8849951291fffff,Retail,1143
8849951291fffff,Wholesale,27
8849951293fffff,Art/Culture,23
8849951293fffff,Business Support,27
8849951293fffff,Construction,8
8849951293fffff,Education,417
8849951293fffff,Financial,3
8849951293fffff,Health,86
8849951293fffff,Hospitality,259
8849951293fffff,Manufacturing,250
8849951293fffff,Other,370
8849951293fffff,Professional Service,17
8849951293fffff,Public Administration,3
8849951293fffff,Real Estate,9
8849951293fffff,Retail,1553
8849951293fffff,Transportation,1
8849951293fffff,Wholesale,52
8849951299fffff,Art/Culture,13
8849951299fffff,Business Support,21
8849951299fffff,Education,297
8849951299fffff,Energy,3
8849951299fffff,Financial,2
8849951299fffff,Health,52
8849951299fffff,Hospitality,219
8849951299fffff,Information,26
8849951299fffff,Manufacturing,165
8849951299fffff,Other,312
8849951299fffff,Professional Service,21
8849951299fffff,Public Administration,19
8849951299fffff,Real Estate,31
8849951299fffff,Retail,1103
8849951299fffff,Wholesale,51
884995129bfffff,Art/Culture,31
884995129bfffff,Business Support,24
884995129bfffff,Education,88
884995129bfffff,Energy,4
884995129bfffff,Financial,36
884995129bfffff,Health,57
884995129bfffff,Hospitality,169
884995129bfffff,Manufacturing,250
884995129bfffff,Other,350
884995129bfffff,Professional Service,43
884995129bfffff,Public Administration,4
884995129bfffff,Real Estate,20
884995129bfffff,Retail,1243
884995129bfffff,Transportation,1
884995129bfffff,Wholesale,265
884995129dfffff,Art/Culture,7
884995129dfffff,Business Support,5
884995129dfffff,Education,32
884995129dfffff,Health,6
884995129dfffff,Hospitality,40
884995129dfffff,Manufacturing,73
884995129dfffff,Other,42
884995129dfffff,Real Estate,5
884995129dfffff,Retail,291
884995129dfffff,Wholesale,12
88499512a1fffff,Art/Culture,8
88499512a1fffff,Business Support,7
88499512a1fffff,Education,52
88499512a1fffff,Energy,4
88499512a1fffff,Health,3
88499512a1fffff,Hospitality,63
